R.br.,Latituda,Longituda,Kategorija saobraćajnice,Datum nastanka saobraćajne nezgode,Vrijeme nastanka saobraćajne nezgode,Vremenske prilike,Period dana,Stanje kolovoza,Broj poginulih osoba,Broj teško povrijeđenih osoba,Broj lakše povrijeđenih osoba,"Vrsta, tip saobraćajne nezgode",Područje,Tip puta,Horizontalna geometrija,Vertikalna geometrija,Tip raskrsnice,Tip prelaza,Pješačka površina,Rasvjeta,Broj povrijeđenih učesnika 30 dana,Broj smrtno stradalih učesnika nakon 30 dana,Ukupno povrijeđenih učesnika,Ukupno smrtno stradalih učesnika,Putnički automobil,Pješak,Romobil,Bicikl,Motocikl,Lako teretno vozilo,Teško teretno vozilo,Autobus,Traktor,Ostalo
668,43.83598,18.29903,Lokalna cesta,08/04/2023,19:00:00,Vedro,Noć,Suh,0,1,0,Sudar prilikom skretanja,Urbano,Dvosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Da,0,0,1,0,2,,,,,,,,,
669,43.84511,18.32634,Regionalna cesta,09/04/2023,21:40:00,Vedro,Noć,Suh,0,2,1,Udar prednjim dijelom vozila,Urbano,Dvosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Da,0,0,3,0,2,,,,,,,,,
670,43.83175,18.30924,Lokalna cesta,11/04/2023,18:00:00,Vedro,Dan,Suh,0,1,0,Sudar prilikom preticanja,Urbano,Jednosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Da,0,0,1,0,2,,,,,,,,,
671,43.84587,18.32723,Regionalna cesta,17/04/2023,18:00:00,Kiša,Dan,Mokar,0,1,0,Udar prednjim dijelom vozila,Urbano,Dvosmjerna cesta,Krivina,Ne,Bez raskrsnice,Bez prelaza,Ne,Da,0,0,1,0,2,,,,,,,,,
672,43.83224,18.30446,Magistralna cesta,18/04/2023,12:30:00,Kiša,Dan,Mokar,0,1,0,Udar prednjim dijelom vozila,Urbano,Jednosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Da,0,0,1,0,2,,,,,,,,,
673,43.834012,18.312145,Lokalna cesta,20/04/2023,15:10:00,Vedro,Dan,Suh,0,1,0,Udar prednjim dijelom vozila,Urbano,Dvosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Da,0,0,1,0,2,,,,,,,,,
674,43.83409,18.31987,Lokalna cesta,26/04/2023,22:05:00,Vedro,Noć,Suh,0,1,0,Udar prednjim dijelom vozila,Urbano,Dvosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Da,0,0,1,0,2,,,,,,,,,
675,43.85581,18.29933,Regionalna cesta,27/04/2023,14:15:00,Vedro,Dan,Suh,0,1,0,Sudar prilikom obilaženja,Urbano,Dvosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Ne,0,0,1,0,1,,,,,1,,,,
676,43.847141,18.31529,Regionalna cesta,29/04/2023,17:20:00,Vedro,Dan,Suh,0,2,0,Udar prednjim dijelom vozila,Urbano,Dvosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Da,0,0,2,0,2,,,,,,,,,
677,43.86133,18.25009,Lokalna cesta,01/05/2023,16:00:00,Vedro,Dan,Suh,0,0,1,Udar prednjim dijelom vozila,Ruralno,Dvosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Da,0,0,0,0,2,,,,,,,,,
678,43.82949,18.3155,Lokalna cesta,03/05/2023,10:53:00,Vedro,Dan,Suh,0,1,0,Sudar prilikom skretanja,Urbano,Jednosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Da,0,0,1,0,2,,,,,,,,,
679,43.85584,18.29914,Regionalna cesta,09/05/2023,22:00:00,Vedro,Noć,Suh,0,1,0,Udar prednjim dijelom vozila,Urbano,Dvosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Da,0,0,1,0,3,,,,,,,,,
680,43.82551,18.31451,Lokalna cesta,11/05/2023,00:35:00,Oblačno,Noć,Mokar,0,1,0,Izlijetanje izvan kolovoza,Urbano,Jednosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Da,0,0,1,0,1,,,,,,,,,
681,43.83374,18.31204,Lokalna cesta,11/05/2023,09:45:00,Kiša,Dan,Mokar,0,2,0,Izlijetanje izvan kolovoza,Urbano,Dvosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Da,0,0,2,0,1,,,,,,,,,
682,43.85747,18.25439,Lokalna cesta,11/05/2023,15:20:00,Kiša,Dan,Mokar,0,1,0,Udar u pješaka,Ruralno,Dvosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Da,0,0,1,0,1,,,,,,,,,
683,43.82161,18.30734,Lokalna cesta,15/05/2023,21:00:00,Kiša,Noć,Mokar,0,2,0,Udar prednjim dijelom vozila,Urbano,Jednosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Da,0,0,2,0,2,,,,,,,,,
684,43.75388,18.34255,Regionalna cesta,20/05/2023,15:30:00,Vedro,Dan,Suh,0,0,1,Sudar prilikom preticanja,Ruralno,Dvosmjerna cesta,Krivina,Da,Bez raskrsnice,Bez prelaza,Ne,Ne,0,0,0,0,2,,,,,,,,,
685,43.82963,18.303408,Lokalna cesta,01/07/2023,13:30:00,Vedro,Dan,Suh,0,1,0,Udar prednjim dijelom vozila,Urbano,Dvosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Da,0,0,1,0,1,,,,,,,,,
686,43.8296,18.31468,Lokalna cesta,11/07/2023,18:50:00,Vedro,Dan,Suh,0,1,0,Udar u pješaka,Urbano,Jednosmjerna cesta,Pravac,Ne,Bez raskrsnice,Pješački prelaz,Ne,Da,0,0,1,0,1,,,,,,,,,
687,43.82002,18.3107,Lokalna cesta,31/07/2023,20:40:00,Vedro,Noć,Suh,0,1,0,Udar u pješaka,Urbano,Jednosmjerna cesta,Pravac,Ne,Bez raskrsnice,Pješački prelaz,Da,Da,0,0,1,0,1,,,,,,,,,
688,43.83259,18.30851,Lokalna cesta,07/08/2023,11:30:00,Vedro,Dan,Suh,0,2,0,Udar u pješaka,Urbano,Dvosmjerna cesta,Pravac,Ne,Bez raskrsnice,Pješački prelaz,Ne,Da,0,0,2,0,1,,,,,,,,,
689,43.845546,18.277894,Regionalna cesta,07/08/2023,18:30:00,Vedro,Dan,Suh,0,1,2,Udar u pješaka,Ruralno,Dvosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Da,0,0,3,0,2,,,,,,,,,
690,43.82614,18.30827,Lokalna cesta,10/08/2023,18:10:00,Vedro,Dan,Suh,0,1,0,Udar u pješaka,Urbano,Dvosmjerna cesta,Pravac,Ne,Bez raskrsnice,Pješački prelaz,Ne,Da,0,0,1,0,1,,,,,,,,,
691,43.83906,18.27663,Regionalna cesta,14/08/2023,08:30:00,Vedro,Dan,Suh,0,1,0,Sudar prilikom obilaženja,Ruralno,Dvosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Da,0,0,1,0,2,,,,,,,,,
692,43.85947,18.29421,Regionalna cesta,14/08/2023,18:05:00,Vedro,Dan,Suh,0,1,0,Udar prednjim dijelom vozila,Urbano,Dvosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Da,0,0,1,0,2,,,,,,,,,
693,43.86344,18.25071,Lokalna cesta,31/08/2023,17:35:00,Vedro,Dan,Suh,0,1,0,Izlijetanje izvan kolovoza,Ruralno,Dvosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Da,0,0,1,0,1,,,,,,,,,
694,43.8315,18.30779,Lokalna cesta,02/09/2023,22:05:00,Vedro,Noć,Suh,0,1,0,Udar u pješaka,Urbano,Dvosmjerna cesta,Pravac,Ne,Bez raskrsnice,Pješački prelaz,Da,Da,0,0,1,0,1,,,,,,,,,
695,43.83348,18.31283,Lokalna cesta,09/09/2023,21:00:00,Vedro,Noć,Suh,0,1,0,Sudar vozila i bicikla,Urbano,Dvosmjerna cesta,Pravac,Ne,Trokraka raskrsnica,Pješački prelaz,Ne,Da,0,0,1,0,1,,1,,,,,,,
696,43.845192,18.277496,Regionalna cesta,10/09/2023,18:38:00,Vedro,Dan,Suh,0,2,0,Sudar prilikom preticanja,Ruralno,Dvosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Da,0,0,2,0,2,,,,,,,,,
697,43.85584,18.29927,Regionalna cesta,16/09/2023,14:10:00,Vedro,Dan,Suh,0,2,0,Sudar vozila i motocikla,Urbano,Dvosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Da,0,0,2,0,1,,,,1,,,,,
698,43.846992,18.341326,Magistralna cesta,19/09/2023,09:35:00,Vedro,Dan,Suh,0,1,0,Sudar prilikom skretanja,Urbano,Dvosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Da,0,0,1,0,2,,,,,,,,,
699,43.82789,18.32589,Magistralna cesta,26/09/2023,14:30:00,Vedro,Dan,Suh,0,1,0,Udar prednjim dijelom vozila,Ruralno,Dvosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Da,0,0,1,0,2,,,,,1,,,,
700,43.831787,18.302965,Regionalna cesta,27/10/2023,18:15:00,Vedro,Noć,Suh,0,1,0,Udar prednjim dijelom vozila,Urbano,Dvosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Da,0,0,1,0,2,,,,,,,,,
701,43.82168,18.30702,Lokalna cesta,20/11/2023,08:40:00,Oblačno,Dan,Suh,0,1,0,Udar prednjim dijelom vozila,Urbano,Jednosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Da,0,0,1,0,2,,,,,,,,,
702,43.8239,18.31951,Lokalna cesta,26/11/2023,14:30:00,Vedro,Dan,Suh,0,1,0,Sudar prilikom preticanja,Urbano,Jednosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Da,0,0,1,0,2,,,,,,,,,
703,43.82828,18.31481,Lokalna cesta,06/12/2023,10:05:00,Oblačno,Dan,Suh,0,1,2,Sudar prilikom obilaženja,Urbano,Jednosmjerna cesta,Pravac,Ne,Bez raskrsnice,Pješački prelaz,Ne,Da,0,0,3,0,2,,,,,,,,,
704,43.83976,18.30876,Lokalna cesta,15/12/2023,06:10:00,Kiša,Dan,Mokar,0,1,0,Udar prednjim dijelom vozila,Urbano,Dvosmjerna cesta,Pravac,Ne,Bez raskrsnice,Pješački prelaz,Ne,Da,0,0,1,0,2,,,,,,,,,
705,43.810913,18.310226,Lokalna cesta,06/01/2024,14:55:00,Vedro,Dan,Suh,0,1,1,Sudar prilikom obilaženja,Urbano,Jednosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Da,0,0,2,0,2,,,,,,,,,
706,43.83032,18.30528,Lokalna cesta,15/01/2024,09:10:00,Vedro,Dan,Suh,0,1,0,Sudar prilikom preticanja,Urbano,Dvosmjerna cesta,Pravac,Ne,Bez raskrsnice,Pješački prelaz,Ne,Da,0,0,1,0,2,,,,,,,,,
707,43.83553,18.31446,Lokalna cesta,20/01/2024,01:00:00,Sa snijegom,Noć,Mokar,0,1,0,Pad u vozilu JGP,Urbano,Dvosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Da,0,0,1,0,2,,,,,,,,,
708,43.84561,18.32506,Regionalna cesta,24/02/2024,19:20:00,Oblačno,Noć,Suh,0,1,0,Sudar prilikom obilaženja,Urbano,Dvosmjerna cesta,Pravac,Ne,Bez raskrsnice,Pješački prelaz,Ne,Da,0,0,1,0,2,,,,,,,,,
709,43.83033,18.30535,Lokalna cesta,21/03/2024,08:00:00,Vedro,Dan,Suh,0,3,0,Sudar prilikom skretanja,Urbano,Dvosmjerna cesta,Pravac,Ne,Četverokraka raskrsnica,Pješački prelaz,Ne,Da,0,0,3,0,2,,,,,,,,,
710,43.82987,18.3121,Lokalna cesta,21/03/2024,11:30:00,Vedro,Dan,Suh,0,0,1,Sudar prilikom preticanja,Urbano,Jednosmjerna cesta,Pravac,Ne,Bez raskrsnice,Pješački prelaz,Ne,Da,0,0,0,0,2,,,,,,,,,
711,43.856627,18.298281,Regionalna cesta,02/04/2024,07:30:00,Vedro,Dan,Suh,0,1,0,Udar prednjim dijelom vozila,Urbano,Dvosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Da,0,0,1,0,3,,,,,,,,,
712,43.85937,18.29449,Regionalna cesta,09/04/2024,18:20:00,Vedro,Noć,Suh,0,1,1,Sudar prilikom preticanja,Urbano,Dvosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Da,0,0,2,0,2,,,,,,,,,
713,43.8339,18.31191,Lokalna cesta,18/04/2024,22:30:00,Vedro,Noć,Suh,0,0,1,Sudar prilikom preticanja,Urbano,Dvosmjerna cesta,Pravac,Ne,Bez raskrsnice,Pješački prelaz,Ne,Da,0,0,0,0,2,,,,,,,,,
714,43.83286,18.30731,Magistralna cesta,28/04/2024,23:10:00,Vedro,Noć,Suh,0,1,0,Udar prednjim dijelom vozila,Ruralno,Dvosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Da,0,0,1,0,2,,,,,,,,,
715,43.8546,18.30038,Regionalna cesta,03/05/2024,13:00:00,Vedro,Dan,Suh,0,1,0,Udar u pješaka,Urbano,Dvosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Da,0,0,1,0,1,,,,,,,,,
716,43.83114,18.31028,Lokalna cesta,17/05/2024,15:15:00,Vedro,Dan,Suh,0,1,0,Sudar vozila i motocikla,Urbano,Jednosmjerna cesta,Pravac,Ne,Bez raskrsnice,Pješački prelaz,Ne,Da,0,0,1,0,1,,,,1,,,,,
717,43.84505,18.32074,Regionalna cesta,20/05/2024,01:40:00,Kiša,Noć,Mokar,0,1,0,Udar prednjim dijelom vozila,Urbano,Dvosmjerna cesta,Pravac,Ne,Trokraka raskrsnica,Pješački prelaz,Ne,Da,0,0,1,0,2,,,,,,,,,
718,43.86659,18.28587,Regionalna cesta,20/05/2024,16:39:00,Vedro,Dan,Suh,0,1,0,Udar prednjim dijelom vozila,Ruralno,Dvosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Ne,0,0,1,0,1,,,,,,,,,
719,43.83034,18.30203,Lokalna cesta,28/05/2024,12:40:00,Vedro,Dan,Suh,0,1,0,Sudar prilikom obilaženja,Urbano,Dvosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Da,0,0,1,0,2,,,,,,,,,
720,43.83228,18.32213,Lokalna cesta,20/06/2024,14:50:00,Vedro,Dan,Suh,0,1,0,Sudar prilikom preticanja,Urbano,Dvosmjerna cesta,Pravac,Ne,Bez raskrsnice,Pješački prelaz,Ne,Da,0,0,1,0,2,,,,,,,,,
721,43.82988,18.29602,Magistralna cesta,28/06/2024,04:00:00,Vedro,Noć,Suh,0,1,2,Izlijetanje izvan kolovoza,Urbano,Dvosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Ne,0,0,3,0,1,,,,,,,,,
722,43.83039,18.30523,Lokalna cesta,09/07/2024,14:30:00,Vedro,Dan,Suh,0,1,0,Udar u pješaka,Urbano,Dvosmjerna cesta,Pravac,Ne,Bez raskrsnice,Pješački prelaz,Da,Da,0,0,1,0,1,,,,,,,,,
723,43.83225,18.32297,Lokalna cesta,10/07/2024,09:30:00,Vedro,Dan,Suh,0,1,0,Sudar vozila i motocikla,Urbano,Dvosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Da,0,0,1,0,1,,,,1,,,,,
724,43.83394,18.31199,Lokalna cesta,10/07/2024,15:30:00,Vedro,Dan,Suh,0,1,0,Sudar vozila i e-romobila,Urbano,Dvosmjerna cesta,Pravac,Ne,Bez raskrsnice,Pješački prelaz,Da,Da,0,0,1,0,1,,,1,,,,,,
725,43.81576,18.30877,Lokalna cesta,12/07/2024,18:00:00,Vedro,Dan,Suh,0,1,0,Sudar prilikom skretanja,Urbano,Jednosmjerna cesta,Pravac,Ne,Četverokraka raskrsnica,Bez prelaza,Ne,Da,0,0,1,0,2,,,,,,,,,
726,43.83078,18.30622,Lokalna cesta,16/07/2024,16:45:00,Vedro,Dan,Suh,0,1,0,Sudar vozila i bicikla,Urbano,Dvosmjerna cesta,Pravac,Ne,Bez raskrsnice,Pješački prelaz,Ne,Da,0,0,1,0,1,,1,,,,,,,
727,43.8434,18.312,Lokalna cesta,19/07/2024,17:00:00,Vedro,Dan,Suh,0,1,0,Sudar vozila i e-romobila,Urbano,Dvosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Da,0,0,1,0,1,,,1,,,,,,
728,43.76318793,18.34974242,Regionalna cesta,20/07/2024,19:30:00,Vedro,Sumrak,Suh,0,0,8,Izlijetanje izvan kolovoza,Ruralno,Dvosmjerna cesta,Krivina,Da,Bez raskrsnice,Bez prelaza,Ne,Ne,0,0,8,0,1,,,,,,,,,
729,43.82997,18.31229,Lokalna cesta,23/07/2024,13:00:00,Vedro,Dan,Suh,0,1,0,Sudar prilikom preticanja,Urbano,Jednosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Da,0,0,1,0,2,,,,,,,,,
730,43.83066,18.31106,Lokalna cesta,01/08/2024,14:00:00,Vedro,Dan,Suh,0,1,1,Sudar vozila i motocikla,Urbano,Jednosmjerna cesta,Pravac,Ne,Bez raskrsnice,Pješački prelaz,Ne,Da,0,0,2,0,1,,,,1,,,,,
731,43.85553,18.27351,Regionalna cesta,20/08/2024,16:35:00,Vedro,Dan,Suh,0,1,0,Udar prednjim dijelom vozila,Ruralno,Dvosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Da,0,0,1,0,2,,,,,,,,,
732,43.76906,18.3581,Regionalna cesta,25/08/2024,10:30:00,Vedro,Dan,Suh,0,1,0,Sudar prilikom preticanja,Ruralno,Dvosmjerna cesta,Krivina,Da,Bez raskrsnice,Bez prelaza,Ne,Ne,0,0,1,0,2,,,,,,,,,
733,43.79477,18.32385,Regionalna cesta,31/08/2024,21:00:00,Vedro,Noć,Suh,0,1,1,Sudar prilikom obilaženja,Urbano,Dvosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Da,0,0,2,0,2,,,,,,,,,
734,43.82797,18.30743,Lokalna cesta,10/09/2024,21:40:00,Oblačno,Noć,Suh,0,1,0,Sudar vozila i e-romobila,Urbano,Jednosmjerna cesta,Pravac,Ne,Bez raskrsnice,Pješački prelaz,Ne,Da,0,0,1,0,1,,,1,,,,,,
735,43.832503,18.301252,Lokalna cesta,22/09/2024,17:10:00,Vedro,Dan,Suh,0,1,0,Sudar prilikom preticanja,Urbano,Dvosmjerna cesta,Pravac,Ne,Bez raskrsnice,Pješački prelaz,Ne,Da,0,0,1,0,2,,,,,,,,,
736,43.818219,18.3267,Lokalna cesta,15/10/2024,13:05:00,Vedro,Dan,Suh,0,1,1,Udar prednjim dijelom vozila,Urbano,Jednosmjerna cesta,Pravac,Ne,Bez raskrsnice,Pješački prelaz,Da,Da,0,0,2,0,2,,,,,,,,,
737,43.83206,18.30861,Lokalna cesta,16/11/2024,21:30:00,Vedro,Noć,Suh,0,1,0,Udar prednjim dijelom vozila,Urbano,Dvosmjerna cesta,Pravac,Ne,Bez raskrsnice,Pješački prelaz,Ne,Da,0,0,1,0,2,,,,,,,,,
738,43.83375,18.31206,Lokalna cesta,20/11/2024,18:50:00,Sa snijegom,Noć,Mokar,0,1,0,Izlijetanje izvan kolovoza,Urbano,Dvosmjerna cesta,Pravac,Ne,Trokraka raskrsnica,Pješački prelaz,Ne,Da,0,0,1,0,1,,,,,,,,,
739,43.83197,18.27669,Regionalna cesta,06/12/2024,17:05:00,Vedro,Dan,Suh,0,1,0,Udar prednjim dijelom vozila,Urbano,Dvosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Ne,0,0,1,0,2,,,,,,,,,
740,43.83163,18.30785,Lokalna cesta,11/12/2024,10:50:00,Oblačno,Dan,Suh,0,1,0,Udar u pješaka,Urbano,Dvosmjerna cesta,Pravac,Ne,Bez raskrsnice,Pješački prelaz,Da,Da,0,0,1,0,1,,,,,,,,,
741,43.856854,18.29797,Regionalna cesta,15/12/2024,17:30:00,Vedro,Noć,Suh,0,0,1,Udar prednjim dijelom vozila,Urbano,Dvosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Ne,0,0,0,0,2,,,,,,,,,
742,43.82715,18.31816,Lokalna cesta,19/12/2024,07:40:00,Vedro,Dan,Suh,0,1,0,Udar prednjim dijelom vozila,Urbano,Jednosmjerna cesta,Pravac,Ne,Bez raskrsnice,Pješački prelaz,Ne,Da,0,0,1,0,2,,,,,,,,,
743,43.75382,18.34281,Regionalna cesta,31/12/2024,15:00:00,Vedro,Dan,Suh,0,1,0,Udar prednjim dijelom vozila,Ruralno,Dvosmjerna cesta,Krivina,Da,Bez raskrsnice,Bez prelaza,Ne,Ne,0,0,1,0,3,,,,,,,,,
744,43.856103,18.408252,Lokalna cesta,06/09/2022,12:45:00,Vedro,Dan,Suh,0,1,2,Sudar prilikom skretanja,Urbano,Jednosmjerna cesta,Krivina,Ne,Trokraka raskrsnica,Pješački prelaz,Da,Da,0,0,3,0,2,,,,,,,,,
745,43.853095,18.40653,Regionalna cesta,09/10/2022,10:42:00,Vedro,Dan,Suh,0,1,0,Sudar prilikom skretanja,Urbano,Dvosmjerna cesta,Pravac,Ne,T-raskrsnica,Pješački prelaz,Da,Da,0,0,1,0,3,,,,,,,,,
746,43.853171,18.406547,Regionalna cesta,09/11/2022,15:20:00,Vedro,Dan,Suh,0,1,0,Sudar prilikom skretanja,Urbano,Dvosmjerna cesta,Pravac,Ne,T-raskrsnica,U blizini pješačkog prelaza,Da,Da,0,0,1,0,2,,,,,,,,,
747,43.857717,18.411925,Lokalna cesta,22/12/2022,09:40:00,Vedro,Dan,Suh,0,1,0,Udar prednjim dijelom vozila,Urbano,Jednosmjerna cesta,Krivina,Ne,Bez raskrsnice,Bez prelaza,Da,Da,0,0,1,0,2,,,,,,,,,
748,43.855935,18.407144,Magistralna cesta,10/01/2023,12:55:00,Vedro,Dan,Suh,0,1,0,Sudar prilikom skretanja,Urbano,Dvosmjerna cesta,Pravac,Ne,Četverokraka raskrsnica,U blizini pješačkog prelaza,Da,Da,0,0,1,0,2,,,,,,,,,
749,43.871761,18.406728,Magistralna cesta,26/01/2023,00:05:00,Kiša,Noć,Mokar,0,1,0,Udar prednjim dijelom vozila,Urbano,Dvosmjerna cesta,Krivina,Ne,Trokraka raskrsnica,U blizini pješačkog prelaza,Da,Da,0,0,1,0,2,,,,,,,,,
750,43.858583,18.413853,Magistralna cesta,23/02/2023,15:05:00,Vedro,Noć,Suh,0,1,0,Udar prednjim dijelom vozila,Urbano,Jednosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Da,Da,0,0,1,0,2,,,,,,,,,
751,43.860553,18.400535,Lokalna cesta,25/02/2023,15:05:00,Vedro,Dan,Suh,0,3,3,Sudar prilikom skretanja,Urbano,Dvosmjerna cesta,Krivina,Da,Trokraka raskrsnica,Bez prelaza,Ne,Ne,0,0,6,0,3,,,,,,,,,
752,43.856176,18.412901,Magistralna cesta,21/04/2023,02:40:00,Vedro,Noć,Suh,0,1,0,Udar prednjim dijelom vozila,Urbano,Dvosmjerna cesta,Krivina,Da,Četverokraka raskrsnica,Bez prelaza,Da,Da,0,0,1,0,3,,,,,,,,,
753,43.853022,18.406733,Lokalna cesta,15/05/2023,15:20:00,Vedro,Dan,Suh,0,1,0,Sudar prilikom skretanja,Urbano,Dvosmjerna cesta,Krivina,Ne,Četverokraka raskrsnica,Pješački prelaz,Da,Da,0,0,1,0,2,,,,,,,,,
754,43.861364,18.41167,Magistralna cesta,25/05/2023,11:20:00,Vedro,Dan,Suh,0,1,3,Sudar prilikom skretanja,Urbano,Dvosmjerna cesta,Pravac,Da,Bez raskrsnice,Bez prelaza,Ne,Ne,0,0,4,0,2,,,,,,,,,
755,43.875991,18.412596,Lokalna cesta,04/06/2023,11:03:00,Vedro,Dan,Suh,0,0,3,Udar prednjim dijelom vozila,Urbano,Dvosmjerna cesta,Krivina,Da,Bez raskrsnice,Bez prelaza,Da,Da,0,0,3,0,3,,,,,,,,,
756,43.858917,18.41492,Magistralna cesta,05/06/2023,09:40:00,Kiša,Dan,Mokar,0,0,1,Sudar prilikom skretanja,Urbano,Jednosmjerna cesta,Pravac,Ne,T-raskrsnica,Bez prelaza,Ne,Da,0,0,1,0,2,,,,,,,,,
757,43.861278,18.411693,Lokalna cesta,08/06/2023,11:35:00,Vedro,Dan,Suh,0,0,1,Udar prednjim dijelom vozila,Urbano,Dvosmjerna cesta,Pravac,Ne,T-raskrsnica,Bez prelaza,Ne,Da,0,0,1,0,2,,,,,,,,,
758,43.856277,18.412948,Magistralna cesta,06/06/2023,21:45:00,Vedro,Noć,Suh,0,0,1,Sudar prilikom skretanja,Urbano,Dvosmjerna cesta,Krivina,Ne,Četverokraka raskrsnica,Bez prelaza,Ne,Ne,0,0,1,0,2,,,,,,,,,
759,43.856712,18.423953,Regionalna cesta,08/07/2023,15:45:00,Vedro,Dan,Suh,0,0,1,Sudar prilikom skretanja,Urbano,Jednosmjerna cesta,Krivina,Ne,T-raskrsnica,Bez prelaza,Ne,Da,0,0,1,0,2,,,,,,,,,
760,43.858928,18.415185,Lokalna cesta,10/07/2023,09:40:00,Vedro,Dan,Suh,0,0,1,Sudar prilikom skretanja,Urbano,Jednosmjerna cesta,Pravac,Ne,T-raskrsnica,Bez prelaza,Ne,Da,0,0,1,0,2,,,,,,,,,
761,43.861354,18.411745,Lokalna cesta,31/07/2023,12:45:00,Vedro,Dan,Suh,0,0,1,Sudar prilikom skretanja,Urbano,Jednosmjerna cesta,Pravac,Ne,Četverokraka raskrsnica,Bez prelaza,Ne,Ne,0,0,1,0,2,,,,,,,,,
762,43.852944,18.406402,Regionalna cesta,08/08/2023,16:20:00,Vedro,Dan,Suh,0,0,1,Sudar prilikom skretanja,Urbano,Dvosmjerna cesta,Krivina,Ne,Četverokraka raskrsnica,Pješački prelaz,Ne,Ne,0,0,1,0,2,,,,,,,,,
763,43.856689,18.421481,Magistralna cesta,09/09/2023,15:35:00,Vedro,Dan,Suh,0,0,1,Sudar prilikom skretanja,Urbano,Dvosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Da,Da,0,0,1,0,2,,,,,,,,,
764,43.858891,18.403352,Lokalna cesta,06/10/2023,21:00:00,Vedro,Noć,Suh,0,0,1,Sudar prilikom skretanja,Urbano,Dvosmjerna cesta,Pravac,Ne,T-raskrsnica,Pješački prelaz,Da,Da,0,0,1,0,2,,,,,,,,,
765,43.863738,18.411487,Lokalna cesta,09/10/2023,02:35:00,Vedro,Noć,Suh,0,0,1,Udar prednjim dijelom vozila,Urbano,Dvosmjerna cesta,Pravac,Ne,T-raskrsnica,Bez prelaza,Ne,Da,0,0,1,0,2,,,,,,,,,
